siparis_id,tarih,urun,sehir,adet,birim_fiyat,musteri_id
43682,2024-08-09,Yazıcı,Kayseri,2,5365.81,865
43683,2023-10-29,Monitör,Antalya,2,2385.36,1140
43684,2023-11-11,Tablet,Ankara,3,8240.41,1582
43685,2023-12-11,Monitör,Bursa,4,7092.66,6936
43686,2023-04-30,RAM,İzmir,2,595.83,5899
43687,2023-01-18,Hoparlör,Bursa,5,6682.47,4056
43688,2023-02-04,Laptop,Konya,2,4578.88,5270
43689,2023-01-22,Tablet,Adana,1,5419.46,6192
43690,2024-02-25,Monitör,İzmir,3,6640.69,6209
43691,2023-05-10,Hoparlör,İstanbul,4,10418.04,7197
43692,2024-10-05,Klavye,Mersin,5,3648.04,999
43693,2023-10-15,Hoparlör,Antalya,4,14898.26,2694
43694,2024-05-21,Mouse,Antalya,1,3822.89,2653
43695,2023-06-05,Kulaklık,İstanbul,4,9060.7,361
43696,2024-01-25,Hoparlör,İzmir,1,8852.67,1872
43697,2023-04-15,Klavye,İzmir,3,11114.66,4978
43698,2023-12-03,Webcam,İzmir,5,7436.97,3477
43699,2023-05-28,Mikrofon,Antalya,3,937.17,3931
43700,2023-12-30,RAM,Mersin,5,6466.67,3690
43701,2024-12-08,Mouse,Adana,5,14032.25,6883
43702,2024-11-25,RAM,Mersin,1,2004.31,7972
43703,2024-08-21,Monitör,İstanbul,4,4700.33,7634
43704,2023-12-26,Kulaklık,Adana,5,3033.64,1633
43705,2023-11-22,Kulaklık,Gaziantep,2,13870.06,3055
43706,2024-01-16,Monitör,Ankara,3,11303.97,4606
43707,2023-01-05,Klavye,Bursa,3,3112.3,84
43708,2023-09-28,Laptop,Antalya,4,6591.97,3029
43709,2023-03-14,Hoparlör,İzmir,5,6197.88,1401
43710,2023-10-15,Şarj Cihazı,İstanbul,3,11228.96,691
43711,2023-01-16,Mikrofon,Konya,5,12979.8,1516
43712,2024-09-16,Kulaklık,İstanbul,1,7521.17,2516
43713,2023-04-30,RAM,Mersin,3,11320.42,5397
43714,2023-03-18,Telefon,Kayseri,1,8349.08,5853
43715,2023-11-10,Webcam,Konya,2,12890.69,5048
43716,2023-03-19,Kulaklık,Antalya,2,4397.07,1941
43717,2023-02-28,Mouse,Kayseri,3,7474.01,6915
43718,2023-12-01,RAM,Antalya,2,10669.79,6563
43719,2024-05-02,Monitör,Ankara,1,14620.31,5441
43720,2023-11-23,Kulaklık,İstanbul,1,2453.75,1260
43721,2024-09-01,Yazıcı,Bursa,5,13977.5,2627
43722,2024-02-17,Webcam,İstanbul,5,703.25,7276
43723,2024-08-03,Telefon,İzmir,4,7158.98,549
43724,2023-09-23,Kulaklık,Ankara,5,2759.17,7657
43725,2023-03-30,Webcam,İstanbul,1,14624.76,5329
43726,2023-06-28,Laptop,İzmir,4,13276.41,3104
43727,2023-10-20,Yazıcı,Ankara,5,1067.9,2102
43728,2024-02-02,Yazıcı,Gaziantep,1,3539.1,5841
43729,2023-07-31,Şarj Cihazı,Kayseri,4,4501.34,2549
43730,2024-12-11,Kulaklık,Adana,5,14116.24,603
43731,2023-03-09,Kulaklık,Adana,1,10115.81,937
43732,2024-10-06,Klavye,Antalya,3,219.53,827
43733,2023-01-02,Laptop,Gaziantep,3,4080.76,3056
43734,2024-10-14,Laptop,Gaziantep,5,13515.29,3071
43735,2023-10-22,Mouse,Antalya,4,12999.82,1825
43736,2024-10-24,Hoparlör,Adana,5,12092.01,2815
43737,2024-08-30,Tablet,Gaziantep,5,11622.3,3710
43738,2024-06-12,RAM,İzmir,3,11135.89,6973
43739,2024-12-02,RAM,Ankara,4,12289.07,882
43740,2023-12-10,Mikrofon,Mersin,2,12748.75,1302
43741,2023-04-17,Monitör,Antalya,5,6553.01,3337
43742,2023-09-23,Kulaklık,Adana,5,14043.61,2956
43743,2024-01-20,Yazıcı,Antalya,2,10411.84,6648
43744,2024-07-04,Hoparlör,İzmir,4,7011.0,5206
43745,2024-02-05,Şarj Cihazı,Antalya,2,14219.93,3852
43746,2023-02-20,Laptop,Antalya,5,1409.56,4146
43747,2023-07-21,Telefon,Mersin,4,8638.73,5645
43748,2024-09-10,Şarj Cihazı,Mersin,2,1570.05,2044
43749,2023-03-26,Tablet,İzmir,5,8436.62,7943
43750,2024-03-08,Laptop,Adana,3,3461.76,1235
43751,2024-12-20,Kamera,İzmir,1,14025.04,4453
43752,2023-01-23,Telefon,Kayseri,3,9747.92,5389
43753,2024-06-19,Şarj Cihazı,Konya,4,4417.87,6902
43754,2024-01-24,Monitör,Ankara,4,8922.12,1398
43755,2024-10-15,Tablet,Bursa,1,7532.99,6105
43756,2023-01-27,Mouse,İzmir,1,6390.35,4691
43757,2024-03-08,RAM,Adana,4,4058.68,3084
43758,2024-05-27,Şarj Cihazı,Antalya,3,6568.83,953
43759,2023-08-23,Kulaklık,Gaziantep,4,12412.14,1008
43760,2024-12-27,Klavye,İstanbul,4,1640.83,83
43761,2024-01-02,Laptop,Ankara,2,14769.46,2361
43762,2023-08-29,Telefon,Mersin,5,11989.95,494
43763,2024-01-27,Kamera,Antalya,1,5567.07,6964
43764,2024-10-20,Hoparlör,Mersin,1,300.08,1642
43765,2024-11-30,Yazıcı,Ankara,1,12149.66,5680
43766,2023-10-14,SSD Disk,Mersin,2,1177.29,1625
43767,2023-02-06,Hoparlör,Mersin,4,8469.17,4835
43768,2024-04-28,Kamera,Bursa,3,588.67,4514
43769,2023-11-18,Hoparlör,Ankara,4,13668.25,2837
43770,2024-11-07,Webcam,Bursa,2,14081.91,1050
43771,2024-07-30,Mouse,Mersin,2,12422.96,3042
43772,2024-11-14,Hoparlör,Adana,1,7505.95,36
43773,2023-01-27,Şarj Cihazı,Gaziantep,5,7621.21,5671
43774,2023-03-24,Kulaklık,Ankara,2,4904.14,2517
43775,2023-12-31,Laptop,Ankara,5,2895.77,5199
43776,2023-04-29,Mikrofon,Ankara,3,10427.12,7939
43777,2024-01-12,Yazıcı,İzmir,5,6836.92,5054
43778,2024-01-14,Yazıcı,Ankara,3,3869.83,6565
43779,2023-01-06,Şarj Cihazı,Ankara,5,10591.75,6511
43780,2024-07-06,SSD Disk,Kayseri,1,14325.31,1449
43781,2023-07-28,Yazıcı,İzmir,4,11136.87,2641
43782,2023-04-25,Tablet,Kayseri,4,5094.25,7509
43783,2024-11-13,Laptop,İstanbul,2,7818.91,6408
43784,2024-06-30,Şarj Cihazı,Adana,2,13444.6,2797
43785,2024-12-14,Klavye,Gaziantep,3,8489.9,2270
43786,2024-05-26,Kulaklık,Bursa,2,5307.82,6985
43787,2024-07-26,Telefon,Mersin,1,5650.11,1370
43788,2023-08-08,Webcam,Konya,1,8771.53,3235
43789,2024-05-06,Mikrofon,Antalya,5,6910.02,1044
43790,2023-09-25,Webcam,Antalya,3,8605.64,6201
43791,2024-10-18,Monitör,Ankara,1,3724.97,6679
43792,2023-11-12,RAM,Bursa,3,3577.52,6968
43793,2024-11-09,RAM,Antalya,3,2325.84,2376
43794,2024-05-23,Yazıcı,Antalya,3,7459.48,3858
43795,2024-01-09,Monitör,Mersin,4,9942.23,73
43796,2023-03-10,Tablet,İzmir,3,13352.11,3781
43797,2024-01-17,Hoparlör,Antalya,2,10846.94,2352
43798,2024-06-03,Laptop,Mersin,4,471.51,995
43799,2023-05-01,Klavye,Ankara,3,2778.55,1408
43800,2023-08-14,Mikrofon,Bursa,1,4548.54,420
43801,2024-03-26,Kulaklık,Gaziantep,3,8062.87,7541
43802,2024-09-04,Tablet,Gaziantep,3,11834.62,3846
43803,2024-06-19,Mikrofon,Bursa,3,9494.67,491
43804,2024-02-08,Yazıcı,Konya,2,9278.88,6091
43805,2023-11-03,Laptop,Mersin,4,2339.38,6699
43806,2024-11-17,Webcam,Bursa,5,12152.7,1771
43807,2023-07-16,Hoparlör,İstanbul,2,14407.3,5432
43808,2023-07-31,Monitör,Ankara,5,2575.84,1985
43809,2024-08-09,Hoparlör,Gaziantep,3,1400.97,4805
43810,2024-01-24,Hoparlör,Bursa,3,14739.93,6836
43811,2024-09-16,Hoparlör,Bursa,2,6830.5,1457
43812,2023-11-16,Kulaklık,Adana,1,6860.63,2629
43813,2023-04-24,Yazıcı,Gaziantep,4,4862.84,2438
43814,2024-01-14,Mikrofon,Mersin,5,5051.79,3006
43815,2024-04-02,Monitör,İstanbul,3,1982.33,1542
43816,2024-09-02,Kulaklık,Gaziantep,4,8163.22,4632
43817,2023-11-23,Kamera,İstanbul,3,5963.17,4692
43818,2023-01-23,Monitör,İstanbul,5,10486.22,1773
43819,2023-11-09,Yazıcı,Bursa,1,6240.21,5504
43820,2023-02-11,Kulaklık,İstanbul,4,10559.13,609
43821,2023-08-28,Webcam,İstanbul,3,4088.81,6844
43822,2023-05-26,SSD Disk,Bursa,4,13054.84,2277
43823,2023-06-15,Yazıcı,Konya,5,3652.31,5321
43824,2023-11-29,Webcam,Antalya,5,5699.81,2413
43825,2024-01-25,RAM,İstanbul,2,14704.13,1135
43826,2024-03-23,Telefon,Gaziantep,3,12203.2,6966
43827,2024-11-28,Telefon,Adana,2,2476.39,3010
43828,2024-01-28,Tablet,İzmir,1,4040.24,126
43829,2023-10-28,Kamera,İzmir,5,13154.76,380
43830,2024-03-29,Mikrofon,Kayseri,5,10576.42,7680
43831,2024-03-28,Telefon,Gaziantep,1,7192.19,5568
43832,2023-06-13,Tablet,İstanbul,2,12296.38,3767
43833,2024-09-19,Yazıcı,İstanbul,2,2459.64,4319
43834,2023-08-02,Hoparlör,İstanbul,5,11475.3,2552
43835,2024-11-09,Hoparlör,İzmir,2,10383.33,1450
43836,2023-03-26,Mikrofon,Bursa,2,594.8,7181
43837,2023-10-26,Klavye,Bursa,2,3469.57,4731
43838,2023-03-27,RAM,Antalya,5,8232.07,3977
43839,2023-03-18,Mouse,Antalya,4,6247.8,890
43840,2024-10-22,Tablet,İstanbul,2,13531.66,5804
43841,2023-01-07,Tablet,Antalya,4,2973.6,466
43842,2024-02-21,Monitör,Gaziantep,1,5947.97,2250
43843,2023-12-12,SSD Disk,Konya,2,12754.75,4095
43844,2024-10-27,Laptop,Adana,5,5445.57,6696
43845,2024-11-26,Monitör,Bursa,5,13550.86,5138
43846,2023-01-29,Telefon,Kayseri,4,2174.68,799
43847,2024-06-04,Klavye,Ankara,4,10047.59,6374
43848,2023-03-07,Yazıcı,Gaziantep,5,359.42,4257
43849,2024-02-27,RAM,Ankara,1,10264.02,4486
43850,2023-08-11,Telefon,Mersin,5,3855.21,6067
43851,2023-07-07,Kulaklık,İzmir,3,8087.89,845
43852,2024-12-01,Yazıcı,Gaziantep,3,492.86,3201
43853,2024-01-02,Yazıcı,Ankara,4,7402.68,5129
43854,2024-07-22,Kulaklık,Adana,4,13599.22,2054
43855,2024-12-15,Monitör,Antalya,4,6827.77,1498
43856,2024-12-01,Mikrofon,Adana,2,11926.87,6426
43857,2024-11-05,Mouse,Adana,3,10364.31,6405
43858,2023-08-27,Mouse,Kayseri,5,2006.75,7197
43859,2024-03-16,Webcam,Gaziantep,4,8081.37,3121
43860,2024-05-31,RAM,Bursa,5,2619.96,7486
43861,2024-10-10,Klavye,Antalya,1,14969.57,5618
43862,2024-06-26,RAM,Ankara,1,12071.56,5154
43863,2024-04-15,Telefon,Mersin,4,5765.42,1369
43864,2024-04-05,Kamera,Gaziantep,4,10539.79,1493
43865,2024-07-21,Tablet,İzmir,2,728.06,3602
43866,2023-10-21,Hoparlör,Gaziantep,3,13672.51,2149
43867,2023-12-31,Kamera,Mersin,3,9031.19,1404
43868,2023-02-14,Şarj Cihazı,Ankara,4,13641.01,6768
43869,2023-01-11,Mouse,Gaziantep,1,5804.82,5557
43870,2023-07-17,Hoparlör,Bursa,1,1970.63,435
43871,2023-01-29,RAM,Ankara,3,2441.27,1809
43872,2024-10-24,Yazıcı,Ankara,5,11700.64,596
43873,2023-09-22,Monitör,Adana,3,1682.2,3260
43874,2023-07-12,Klavye,İzmir,1,898.56,1214
43875,2023-04-28,Tablet,İstanbul,2,2050.41,5313
43876,2024-05-13,Yazıcı,Adana,1,3780.07,232
43877,2023-10-12,Mouse,İstanbul,2,5838.96,4652
43878,2023-08-09,Yazıcı,Kayseri,2,7975.94,2276
43879,2023-02-16,Kulaklık,Antalya,4,9568.38,4287
43880,2023-11-10,Kamera,Gaziantep,2,4783.03,2510
43881,2023-12-07,Klavye,İzmir,4,13553.87,6646
43882,2024-08-11,SSD Disk,Antalya,3,1632.76,4714
43883,2024-03-07,Mikrofon,İstanbul,1,7071.75,2483
43884,2024-12-15,RAM,Ankara,3,6396.87,6069
43885,2023-09-22,Hoparlör,Bursa,1,2461.06,5973
43886,2023-04-10,Klavye,Antalya,4,12423.96,67
43887,2024-02-16,Klavye,İstanbul,2,13701.08,515
43888,2024-01-25,Mouse,Adana,1,1373.33,2391
43889,2023-03-27,Hoparlör,Kayseri,1,8068.47,5335
43890,2023-12-09,Şarj Cihazı,İzmir,2,11622.12,4523
43891,2023-02-10,Hoparlör,Kayseri,5,10005.94,4695
43892,2024-02-20,Hoparlör,Adana,2,12833.53,504
43893,2024-12-15,Webcam,Konya,2,12162.87,421
43894,2024-11-08,Kulaklık,Mersin,1,1190.8,496
43895,2023-10-16,Mouse,İstanbul,4,4183.35,611
43896,2023-06-25,Kamera,İzmir,2,14359.52,4258
43897,2024-02-02,Telefon,Bursa,5,13592.43,4318
43898,2023-01-14,RAM,İstanbul,1,7038.65,6817
43899,2023-10-21,Şarj Cihazı,Bursa,2,10561.49,2748
43900,2023-12-25,RAM,Kayseri,1,4792.31,3912
43901,2024-09-11,Hoparlör,Konya,3,4450.93,5565
43902,2024-09-24,Mouse,İstanbul,5,10166.22,4311
43903,2023-04-28,Monitör,Konya,1,7535.21,411
43904,2023-02-27,Şarj Cihazı,İstanbul,5,3309.03,4861
43905,2023-01-26,Kamera,Mersin,4,938.52,1525
43906,2023-07-22,Kulaklık,Mersin,1,7273.85,1821
43907,2024-06-01,Laptop,Kayseri,3,4419.8,3053
43908,2024-07-05,Mouse,Adana,1,6221.16,5230
43909,2023-04-03,Kulaklık,İstanbul,3,12788.81,5379
43910,2023-07-02,Kamera,İzmir,2,1934.59,5610
43911,2023-07-04,Hoparlör,Gaziantep,2,12299.64,7216
43912,2023-04-28,Mouse,Kayseri,5,6903.6,2777
43913,2024-03-29,Tablet,İstanbul,4,2098.13,5561
43914,2023-08-24,Tablet,İzmir,1,3453.21,5243
43915,2023-06-09,Hoparlör,İstanbul,1,1829.7,2988
43916,2023-06-02,Kamera,Adana,2,11089.07,551
43917,2024-02-12,Mikrofon,Ankara,2,5156.39,1427
43918,2024-11-27,Webcam,Antalya,1,4531.07,3788
43919,2024-05-20,Telefon,İstanbul,5,1277.51,6338
43920,2024-01-20,Tablet,İstanbul,4,12142.34,476
43921,2024-07-16,Mouse,Antalya,5,14378.34,750
43922,2023-04-05,Kamera,Adana,4,3669.26,1850
43923,2024-10-07,Monitör,İstanbul,3,11441.66,6856
43924,2024-08-01,Klavye,Adana,3,1946.46,7670
43925,2024-09-17,Kamera,Kayseri,4,5687.95,1551
43926,2023-09-19,Hoparlör,Mersin,5,11667.11,1832
43927,2024-12-28,Tablet,Adana,5,13159.64,1903
43928,2024-08-03,Laptop,Kayseri,5,2624.98,2085
43929,2024-03-29,Tablet,Ankara,4,4551.61,3552
43930,2023-10-07,Laptop,Ankara,2,1004.75,3198
43931,2024-12-18,Monitör,Gaziantep,3,4053.72,7935
43932,2024-01-04,Kulaklık,Ankara,1,3299.44,3311
43933,2024-08-18,Monitör,Gaziantep,5,10184.48,1077
43934,2024-11-01,Klavye,Antalya,2,1929.68,7241
43935,2024-06-22,Hoparlör,Mersin,2,2412.31,5051
43936,2024-12-20,Klavye,Ankara,3,6775.29,5413
43937,2024-12-29,SSD Disk,Konya,1,14099.66,7551
43938,2023-08-23,RAM,Bursa,5,4525.95,1455
43939,2024-06-25,Kamera,Konya,1,9458.82,647
43940,2023-07-19,Kamera,İzmir,1,6693.97,6297
43941,2023-03-11,Kulaklık,Mersin,4,6982.2,6117
43942,2023-06-28,Laptop,İstanbul,4,9378.76,5517
43943,2023-11-26,Monitör,Adana,1,5116.6,5563
43944,2024-10-25,Mikrofon,Ankara,2,10218.03,389
43945,2024-03-15,Yazıcı,Antalya,3,11147.62,846
43946,2023-06-27,Klavye,İstanbul,1,11581.26,4916
43947,2024-03-09,Kamera,İzmir,4,12179.62,117
43948,2023-12-07,Kulaklık,İzmir,5,12224.48,1950
43949,2023-11-24,Tablet,Kayseri,2,5325.56,1286
43950,2024-03-21,Kulaklık,Gaziantep,1,10141.87,1159
43951,2023-07-28,Kulaklık,Gaziantep,1,2966.01,2808
43952,2024-04-14,RAM,Mersin,1,9211.2,5490
43953,2023-06-23,Kamera,Mersin,1,9182.21,2715
43954,2024-12-24,Mikrofon,Kayseri,1,3124.96,7087
43955,2023-07-22,Webcam,Adana,3,7241.83,2403
43956,2023-03-05,Tablet,Kayseri,2,4315.44,3458
43957,2024-09-23,Şarj Cihazı,İstanbul,4,5441.77,912
43958,2024-07-14,Tablet,İstanbul,2,5058.39,4898
43959,2024-05-19,Yazıcı,Ankara,3,5892.13,4997
43960,2024-10-13,Mikrofon,İzmir,4,6995.08,4931
43961,2023-03-09,Hoparlör,Ankara,5,5733.53,532
43962,2023-04-27,Telefon,İstanbul,1,2569.95,6537
43963,2024-09-24,Klavye,Ankara,2,13719.92,1435
43964,2024-12-05,Kulaklık,İstanbul,4,12977.67,4448
43965,2023-04-25,Klavye,Kayseri,2,5818.3,2798
43966,2023-11-18,Mikrofon,Gaziantep,2,9595.62,5292
43967,2024-09-08,Monitör,Kayseri,3,10586.48,5527
43968,2023-03-14,Kulaklık,Mersin,3,8478.7,4074
43969,2024-12-07,Hoparlör,Ankara,1,13568.01,5696
43970,2023-03-24,RAM,Mersin,4,3074.24,7243
43971,2023-01-28,Webcam,Kayseri,3,6425.63,7752
43972,2023-05-18,Telefon,İzmir,4,8797.55,4608
43973,2024-01-22,SSD Disk,İstanbul,3,810.88,3430
43974,2023-07-18,RAM,Antalya,1,9757.68,4168
43975,2024-07-31,SSD Disk,İstanbul,1,10138.78,1572
43976,2023-01-25,SSD Disk,Kayseri,3,10797.1,3285
43977,2024-10-08,Laptop,Gaziantep,1,11641.53,5181
43978,2024-04-06,Mikrofon,Konya,4,3407.23,4411
43979,2024-01-26,Telefon,Gaziantep,4,3470.51,2335
43980,2023-09-02,Şarj Cihazı,Mersin,2,545.64,2359
43981,2024-06-02,Mouse,İzmir,3,9640.21,7712
43982,2023-09-01,Şarj Cihazı,Mersin,3,9616.25,656
43983,2024-10-17,Laptop,Kayseri,2,3591.09,1546
43984,2023-07-21,Yazıcı,Kayseri,1,12957.16,5596
43985,2024-08-10,Mikrofon,Adana,4,8762.29,4201
43986,2024-05-15,Tablet,Antalya,5,14056.36,5094
43987,2023-09-21,Klavye,Antalya,2,8717.19,7145
43988,2023-06-16,SSD Disk,Gaziantep,1,9028.0,7018
43989,2024-04-09,Laptop,Kayseri,5,2478.37,6538
43990,2024-09-23,SSD Disk,Adana,3,12284.09,1492
43991,2023-01-18,Klavye,Ankara,2,6158.04,1098
43992,2023-01-20,Laptop,İstanbul,5,8396.01,6305
43993,2024-04-05,Kulaklık,Konya,1,11858.92,5995
43994,2023-06-23,Yazıcı,Adana,1,2740.53,2699
43995,2024-04-24,Tablet,Antalya,5,3415.83,612
43996,2023-10-27,Yazıcı,Ankara,4,3476.29,96
43997,2023-11-09,Kulaklık,Kayseri,5,4265.05,2504
43998,2024-04-13,Monitör,Konya,4,4135.27,6086
43999,2024-06-13,Mouse,İstanbul,1,5590.59,6102
44000,2023-06-19,Klavye,Bursa,1,5954.76,2378
44001,2024-10-24,Klavye,İstanbul,1,12847.12,3163
44002,2023-09-17,Kamera,Konya,4,846.14,1610
44003,2023-11-07,Laptop,Konya,3,4697.66,681
44004,2024-09-08,Tablet,İzmir,1,9851.28,6122
44005,2023-08-05,Webcam,Gaziantep,4,218.68,404
44006,2024-11-09,Yazıcı,Konya,5,4313.41,5515
44007,2023-04-01,RAM,Mersin,3,1979.85,5220
44008,2023-02-02,Webcam,Kayseri,5,8086.8,6600
44009,2024-06-24,Laptop,İzmir,2,5662.09,572
44010,2024-09-11,Mikrofon,Ankara,3,7282.66,5429
44011,2023-09-21,Yazıcı,Konya,4,154.61,6754
44012,2024-04-28,RAM,Mersin,3,1587.51,7521
44013,2023-01-12,Laptop,Gaziantep,5,12253.93,7337
44014,2024-12-11,Telefon,İstanbul,2,13171.47,6719
44015,2024-07-16,Mikrofon,İzmir,4,2352.89,193
44016,2023-10-11,Hoparlör,Bursa,2,10817.43,560
44017,2023-08-18,Kamera,Bursa,4,9290.22,6091
44018,2024-01-23,Kamera,Mersin,5,5413.35,4490
44019,2024-10-18,Tablet,Bursa,3,1448.52,4448
44020,2023-01-09,RAM,İzmir,5,3090.89,7635
44021,2023-06-02,Tablet,Gaziantep,3,7251.98,4144
44022,2023-10-24,Webcam,Antalya,4,199.56,5927
44023,2024-07-21,Şarj Cihazı,İzmir,4,14399.69,5743
44024,2024-01-12,Telefon,Bursa,1,4909.76,4640
44025,2023-04-16,Telefon,Konya,3,9892.73,2758
44026,2024-06-01,Kulaklık,Bursa,5,14985.24,3720
44027,2024-12-29,Yazıcı,Bursa,2,5582.1,2016
44028,2024-01-19,Mikrofon,Bursa,2,13623.49,1609
44029,2023-11-03,RAM,Ankara,3,826.48,224
44030,2023-05-12,SSD Disk,Bursa,5,13891.96,2265
44031,2023-09-24,Kamera,İstanbul,3,6847.04,5228
44032,2023-08-08,Kulaklık,Kayseri,3,12590.29,2582
44033,2023-03-11,Mouse,İstanbul,5,3063.98,2302
44034,2024-08-24,Kamera,Bursa,5,4786.12,1328
44035,2024-01-19,Monitör,Mersin,4,13961.8,4971
44036,2023-05-01,Webcam,Antalya,1,10042.16,4761
44037,2023-08-29,Şarj Cihazı,Mersin,3,10849.56,512
44038,2023-09-10,Mikrofon,Ankara,2,2056.5,2338
44039,2024-12-25,Laptop,Mersin,2,14039.18,4470
44040,2024-02-18,Telefon,Konya,4,6988.58,4461
44041,2024-02-06,Yazıcı,İstanbul,3,6628.74,6523
44042,2023-03-20,Telefon,Adana,1,3718.19,210
44043,2024-02-23,Tablet,İzmir,2,13886.72,5925
44044,2023-11-11,Tablet,Gaziantep,4,4564.31,4503
44045,2023-05-07,Tablet,Bursa,4,1470.34,2160
44046,2024-03-24,Klavye,Konya,2,1434.69,1362
44047,2024-05-12,Hoparlör,İzmir,4,9046.29,2939
44048,2024-08-20,Monitör,Ankara,5,10873.15,4850
44049,2023-01-14,Kamera,Mersin,4,1555.28,5103
44050,2024-05-10,Laptop,Adana,3,623.7,7439
44051,2024-10-16,Mikrofon,Adana,2,12216.55,699
44052,2023-11-02,Şarj Cihazı,Mersin,3,3125.55,6965
44053,2024-01-08,Laptop,Bursa,5,14637.93,1018
44054,2024-06-16,Yazıcı,Gaziantep,2,2139.98,3473
44055,2024-10-31,Yazıcı,Adana,2,1212.81,6370
44056,2023-04-08,RAM,Kayseri,2,12054.53,109
44057,2023-05-22,Hoparlör,Antalya,4,2903.83,4566
44058,2024-06-20,Tablet,Ankara,2,10222.39,2472
44059,2023-03-08,RAM,İzmir,5,3696.03,3210
44060,2023-08-14,Mouse,Adana,4,2232.01,2189
44061,2024-10-22,Monitör,İzmir,1,2246.37,2179
44062,2024-04-27,RAM,İzmir,2,6219.67,2341
44063,2024-12-08,RAM,Adana,5,787.34,7283
44064,2023-12-20,Mouse,Bursa,4,12568.91,6462
44065,2024-06-29,RAM,Gaziantep,3,10873.51,6330
44066,2023-12-27,SSD Disk,Adana,4,12379.82,299
44067,2023-12-28,Klavye,Mersin,1,13499.1,4272
44068,2024-08-29,Tablet,Antalya,5,7715.85,7066
44069,2024-06-13,Hoparlör,Bursa,2,13775.51,6974
44070,2023-06-18,Telefon,Bursa,3,5329.81,408
44071,2023-11-19,Mouse,Adana,3,8788.07,5766
44072,2024-07-14,Telefon,Mersin,1,2000.85,3115
44073,2023-11-12,RAM,Antalya,2,6982.87,78
44074,2024-12-13,Laptop,Adana,5,7825.25,1115
44075,2024-10-23,SSD Disk,İzmir,1,14975.26,6798
44076,2023-04-13,Mikrofon,Antalya,4,13005.75,7195
44077,2024-03-04,Webcam,Mersin,1,9639.07,4728
44078,2023-09-29,Hoparlör,Gaziantep,4,7333.81,6663
44079,2024-08-20,Yazıcı,Ankara,5,3800.9,7752
44080,2024-01-30,Mouse,Kayseri,5,10660.4,4550
44081,2023-09-10,Mikrofon,Adana,1,7514.89,805
44082,2024-12-09,Hoparlör,Mersin,4,5007.83,1677
44083,2024-12-31,Webcam,Adana,1,5676.38,4126
44084,2024-08-27,Klavye,Ankara,1,10811.07,5823
44085,2023-05-22,Webcam,Konya,5,5791.06,70
44086,2023-04-17,SSD Disk,İstanbul,1,8154.1,581
44087,2023-12-25,Yazıcı,İstanbul,1,1043.75,7548
44088,2023-02-08,Kamera,Bursa,4,14053.21,7510
44089,2024-02-14,RAM,Bursa,2,12118.71,5518
44090,2024-12-15,Hoparlör,Mersin,5,13046.6,2860
44091,2024-10-21,Şarj Cihazı,İstanbul,1,8355.72,519
44092,2024-06-11,Hoparlör,Konya,5,4424.26,3839
44093,2024-01-12,Hoparlör,Antalya,2,2456.63,5535
44094,2024-01-26,Yazıcı,İstanbul,4,4734.24,35
44095,2024-04-23,Kulaklık,Kayseri,5,11588.22,168
44096,2024-11-23,Laptop,İstanbul,3,7596.67,4755
44097,2023-12-17,Hoparlör,Ankara,2,14301.84,696
44098,2024-09-04,Klavye,Konya,2,9203.31,6955
44099,2024-03-11,SSD Disk,Adana,2,11865.66,1739
44100,2024-10-20,Laptop,Bursa,4,2277.21,467
44101,2023-02-19,Laptop,Ankara,1,11408.86,4915
44102,2024-10-30,Mouse,Antalya,1,9924.03,6577
44103,2023-12-11,Mouse,Adana,5,7106.77,4996
44104,2024-10-27,Tablet,Gaziantep,4,9034.99,540
44105,2023-10-23,Mouse,İzmir,3,12870.94,5363
44106,2024-05-17,Telefon,Antalya,4,11223.08,4699
44107,2023-09-20,Mikrofon,Kayseri,5,2218.73,7594
44108,2023-02-14,Hoparlör,Gaziantep,4,11591.79,7093
44109,2024-07-06,RAM,Ankara,3,11299.91,617
44110,2024-11-28,Laptop,Antalya,3,5192.19,1396
44111,2023-04-22,RAM,İzmir,5,5492.88,4263
44112,2023-09-04,Webcam,Adana,4,811.37,4162
44113,2023-04-25,RAM,Bursa,1,9960.3,1537
44114,2024-08-26,Şarj Cihazı,Kayseri,4,2776.88,7630
44115,2024-01-12,Tablet,İstanbul,5,11880.16,3407
44116,2024-05-16,SSD Disk,Ankara,2,7621.7,4349
44117,2023-06-11,Yazıcı,Antalya,3,3200.93,6348
44118,2024-09-09,Hoparlör,Adana,5,2929.85,6730
44119,2023-04-27,SSD Disk,Ankara,3,3899.23,5876
44120,2024-04-07,Klavye,Ankara,3,8661.03,1644
44121,2023-03-16,Webcam,Kayseri,3,5322.87,4943
44122,2024-01-28,Yazıcı,Mersin,4,13793.99,608
44123,2023-05-13,Kulaklık,Mersin,5,3654.68,5753
44124,2023-12-09,Tablet,Kayseri,5,9494.58,7224
44125,2024-04-05,Laptop,Bursa,4,14684.46,6757
44126,2024-01-29,Mouse,Antalya,2,2361.21,7060
44127,2024-06-08,RAM,İzmir,3,9869.64,6353
44128,2024-03-11,Yazıcı,Bursa,5,3940.16,3247
44129,2023-05-10,Monitör,Kayseri,4,1940.06,260
44130,2023-10-03,RAM,Konya,2,3354.21,6286
44131,2023-06-26,Yazıcı,Antalya,4,2311.37,5353
44132,2024-01-28,Kulaklık,İstanbul,1,12664.14,6819
44133,2024-06-21,Hoparlör,Mersin,2,5647.18,5253
